Frame ID,ArUCo ID,ArUCo 2D,ArUCo 3D (dist yaw pitch roll)
472,4,"[[498.0, 209.0], [512.0, 208.0], [513.0, 222.0], [498.0, 223.0]]","[3.1843129552270217, -2.8422823342718364, 8.747109953399995, 170.34885900935362]"
472,7,"[[413.0, 276.0], [411.0, 264.0], [422.0, 263.0], [423.0, 275.0]]","[3.939847034550826, -96.74691403348179, 3.6282753868244355, -149.78096001820992]"
476,4,"[[527.0, 205.0], [542.0, 205.0], [542.0, 221.0], [527.0, 221.0]]","[2.9335046299431746, -2.413246311454668, -14.603831800134913, -172.2426653457251]"
476,7,"[[435.0, 272.0], [435.0, 259.0], [447.0, 259.0], [447.0, 272.0]]","[3.5616699062991577, -89.84018261090776, 4.77070161375544, 158.60367388464016]"
477,4,"[[535.0, 218.0], [550.0, 217.0], [551.0, 233.0], [535.0, 234.0]]","[2.907717303117475, -1.2042229207645365, 19.8069491599385, -178.466716553742]"
477,7,"[[441.0, 286.0], [442.0, 273.0], [453.0, 273.0], [454.0, 286.0]]","[3.729710009288882, -89.85669965557364, 5.062684838465395, -162.4661751864135]"
479,4,"[[506.0, 220.0], [523.0, 219.0], [523.0, 235.0], [506.0, 236.0]]","[2.7045589745173113, -1.982892643136856, 11.49253473829664, 165.31559550762077]"
479,7,"[[408.0, 291.0], [408.0, 278.0], [421.0, 277.0], [422.0, 291.0]]","[3.408366651458533, -91.95999622171666, -0.5982936828673546, 175.86892777937157]"
480,4,"[[494.0, 215.0], [511.0, 215.0], [512.0, 231.0], [495.0, 232.0]]","[2.713546123351636, -2.3229255746975097, -3.9068703386176806, 171.56507743917552]"
480,7,"[[396.0, 289.0], [396.0, 276.0], [409.0, 275.0], [410.0, 289.0]]","[3.411917902385145, -91.97219717694081, -0.4988901213721507, 176.1755496494792]"
481,4,"[[479.0, 234.0], [495.0, 232.0], [496.0, 249.0], [480.0, 250.0]]","[2.789212085768468, -3.445804840271082, 17.089245027380162, 179.56656288201242]"
481,7,"[[380.0, 310.0], [379.0, 297.0], [393.0, 295.0], [394.0, 309.0]]","[3.4175040283956024, -95.29415383356262, -1.40108715155439, -178.67343404536683]"
482,4,"[[476.0, 238.0], [493.0, 236.0], [494.0, 254.0], [476.0, 255.0]]","[2.569714553572919, -3.3603113942814775, 14.915650815333375, 171.79845764949724]"
483,4,"[[467.0, 193.0], [485.0, 192.0], [485.0, 211.0], [468.0, 212.0]]","[2.4649072992016783, -6.833466704415406, -20.07106262068602, -165.1887486940565]"
484,4,"[[462.0, 202.0], [480.0, 202.0], [480.0, 221.0], [462.0, 221.0]]","[2.4666168244949445, 2.684673340407586, 17.851806845868644, -171.39197469972146]"
484,7,"[[356.0, 279.0], [356.0, 265.0], [371.0, 265.0], [371.0, 280.0]]","[3.108756599072214, -87.969103983442, 19.00448624721278, -179.6416970551347]"
485,10,"[[899.0, 213.0], [912.0, 210.0], [912.0, 251.0], [898.0, 252.0]]","[1.2860960512875794, 150.86847669814236, 80.60766844940267, -28.017850385778438]"
485,4,"[[467.0, 214.0], [485.0, 214.0], [485.0, 233.0], [467.0, 234.0]]","[2.387332666308301, -4.7330104109026525, -20.85308324712163, -167.1500491094203]"
485,7,"[[360.0, 294.0], [359.0, 278.0], [374.0, 278.0], [375.0, 293.0]]","[2.9789311499334628, -93.6586822271619, 0.11044124539912599, -157.3198052144417]"
486,10,"[[901.0, 235.0], [916.0, 232.0], [916.0, 275.0], [901.0, 276.0]]","[1.2200817143464997, 155.97706372748868, 81.89004769699355, -22.715794900987188]"
486,4,"[[449.0, 242.0], [468.0, 241.0], [469.0, 261.0], [450.0, 261.0]]","[2.3651025932401586, -0.016634782600620058, 14.090072039227792, -168.26707765711322]"
486,7,"[[341.0, 324.0], [340.0, 308.0], [356.0, 308.0], [356.0, 323.0]]","[2.9845474740729747, -91.1166231210075, 5.258659639407801, -163.42659055085977]"
487,10,"[[907.0, 211.0], [924.0, 208.0], [923.0, 254.0], [905.0, 256.0]]","[1.1365353060582881, 145.40342494168797, 82.47192301209657, -34.579371026004374]"
487,4,"[[426.0, 206.0], [446.0, 207.0], [445.0, 227.0], [425.0, 227.0]]","[2.2605412076909106, -1.0008992597263089, -15.58683161003538, -163.92240130941198]"
487,7,"[[311.0, 289.0], [312.0, 273.0], [327.0, 273.0], [326.0, 290.0]]","[2.8176323009354687, -86.61209237591059, -0.41414849894078687, 161.79195556733816]"
488,10,"[[907.0, 220.0], [925.0, 217.0], [924.0, 264.0], [906.0, 264.0]]","[1.1338820749537877, 138.50189856840686, 82.47545022773691, -40.56609896672032]"
488,4,"[[421.0, 216.0], [441.0, 215.0], [441.0, 236.0], [421.0, 236.0]]","[2.257819796890713, 0.18221182981453907, 12.39588822935244, -179.69485918587233]"
488,7,"[[307.0, 299.0], [306.0, 284.0], [322.0, 282.0], [323.0, 299.0]]","[2.904332544118755, -93.42752542884244, 0.6544524479392884, 176.90282770384434]"
489,4,"[[456.0, 260.0], [478.0, 261.0], [478.0, 282.0], [457.0, 282.0]]","[2.1026583519246165, 0.2148618456827577, -11.79067104359829, 173.16730331882485]"
489,7,"[[340.0, 350.0], [339.0, 333.0], [355.0, 332.0], [357.0, 349.0]]","[2.707584695695235, -95.4896811720128, -3.53773028846247, -155.77828616168873]"
490,11,"[[928.0, 694.0], [893.0, 683.0], [902.0, 673.0], [939.0, 685.0]]","[1.6283765921032947, -166.2654005314612, -16.224611765117093, 122.67301354677674]"
490,4,"[[529.0, 240.0], [552.0, 238.0], [552.0, 261.0], [530.0, 261.0]]","[2.0574744190561653, -2.3516539358946478, 2.1929833081952657, -160.25752477421904]"
490,7,"[[410.0, 331.0], [409.0, 314.0], [426.0, 313.0], [427.0, 331.0]]","[2.614747613433167, -92.95036669204406, 7.086657472176774, 166.36778699324447]"
491,4,"[[548.0, 228.0], [571.0, 228.0], [570.0, 251.0], [547.0, 251.0]]","[1.993847931975906, 1.9286761087505793, 16.55033450852446, 176.23831892856404]"
491,7,"[[424.0, 320.0], [424.0, 302.0], [441.0, 302.0], [442.0, 320.0]]","[2.5460540414523924, -91.69059518533474, -3.1572571519171926, -163.14476095339336]"
492,4,"[[577.0, 231.0], [601.0, 231.0], [602.0, 254.0], [578.0, 255.0]]","[1.9360511500316147, -1.3158935577205255, -0.045769216692690434, 173.17183157576048]"
492,7,"[[450.0, 325.0], [451.0, 307.0], [468.0, 307.0], [467.0, 326.0]]","[2.4769534893456453, -86.88435635701404, -1.1231676104121255, 156.1304446219347]"
493,4,"[[592.0, 236.0], [616.0, 236.0], [615.0, 261.0], [591.0, 260.0]]","[1.909271841506153, 3.65783402988643, 21.79836290989732, -175.04610785065867]"
493,7,"[[460.0, 332.0], [461.0, 313.0], [478.0, 314.0], [478.0, 332.0]]","[2.482217869308178, -88.47786144628397, 1.3875323002787843, -161.05518233241483]"
494,4,"[[616.0, 235.0], [641.0, 235.0], [640.0, 260.0], [615.0, 260.0]]","[1.8645251511084655, -0.17164589914897552, -0.09518172546311252, -165.71165518469343]"
494,0,"[[54.0, 272.0], [73.0, 273.0], [74.0, 299.0], [56.0, 299.0]]","[1.8969664095549408, -10.155662154195285, -73.57648865284916, -171.70791896777843]"
494,7,"[[481.0, 334.0], [481.0, 315.0], [499.0, 315.0], [499.0, 334.0]]","[2.4202505248148554, -90.02299941704024, 1.6461051099596282, 159.20895445267305]"
495,4,"[[619.0, 228.0], [645.0, 228.0], [643.0, 253.0], [618.0, 252.0]]","[1.852569239513933, 1.6556528501578371, 5.487679431922431, -157.07971425320227]"
495,0,"[[52.0, 264.0], [71.0, 265.0], [72.0, 290.0], [54.0, 290.0]]","[1.9753277534321763, -10.567615515444334, -71.77377839336502, -171.11473721526409]"
495,7,"[[482.0, 327.0], [482.0, 308.0], [500.0, 308.0], [500.0, 327.0]]","[2.4212519493356126, -90.03259913032701, 2.088680176941818, 159.1761422994822]"
496,4,"[[602.0, 214.0], [628.0, 215.0], [627.0, 241.0], [600.0, 241.0]]","[1.7622843239107369, 0.8650277542717726, -0.3852265323587512, -165.11937229509869]"
496,7,"[[458.0, 315.0], [458.0, 295.0], [477.0, 295.0], [477.0, 315.0]]","[2.3020259844530324, -89.98059779055998, 2.7024634987036045, 161.15030149964562]"
497,4,"[[605.0, 209.0], [632.0, 208.0], [631.0, 236.0], [604.0, 236.0]]","[1.6992735505053767, 2.2757764587622016, 24.305168782968373, 179.9070118713096]"
497,7,"[[460.0, 313.0], [461.0, 292.0], [479.0, 293.0], [479.0, 313.0]]","[2.2439871070712316, -88.6096945969984, 2.7096194828742792, -154.7519031338005]"
498,4,"[[597.0, 231.0], [625.0, 231.0], [624.0, 260.0], [596.0, 261.0]]","[1.5811794241917339, -2.4057055270842476, -10.774371764314752, -167.07846314687708]"
498,7,"[[446.0, 343.0], [446.0, 321.0], [466.0, 322.0], [466.0, 343.0]]","[2.1326668938052857, -89.99828178480877, -2.2533898896161944, -157.46314211442208]"
499,4,"[[630.0, 210.0], [659.0, 208.0], [660.0, 237.0], [630.0, 239.0]]","[1.600644782431792, -1.485584588918096, 19.937686817202636, 175.24832407494628]"
499,7,"[[476.0, 323.0], [477.0, 303.0], [497.0, 303.0], [497.0, 324.0]]","[2.2375148724917455, -88.34522659095576, -1.4687795903920113, 172.97157188612047]"
500,4,"[[610.0, 216.0], [641.0, 216.0], [640.0, 246.0], [609.0, 245.0]]","[1.5875771447987828, 2.135580377308155, 11.003394580035362, -179.23118159492063]"
500,7,"[[451.0, 329.0], [451.0, 307.0], [472.0, 308.0], [472.0, 330.0]]","[2.0718798592844476, -89.98474005814624, 9.734956083990355, 160.69330852136005]"
501,4,"[[627.0, 226.0], [659.0, 227.0], [658.0, 258.0], [626.0, 257.0]]","[1.4841141133931717, 2.4700800207642004, 6.869320523113232, 174.10242892937814]"
501,7,"[[462.0, 343.0], [463.0, 321.0], [484.0, 322.0], [485.0, 345.0]]","[1.9949214711456618, -89.83227380027647, -11.643248150796072, -163.54165603575987]"
502,4,"[[651.0, 239.0], [684.0, 239.0], [684.0, 270.0], [650.0, 271.0]]","[1.43206360294936, 0.567619086967589, 14.790620693193864, 168.16959750127822]"
502,7,"[[483.0, 360.0], [483.0, 337.0], [505.0, 338.0], [505.0, 361.0]]","[1.980760894139262, -89.70963182390553, -7.470573145671078, -163.3052631175393]"
503,4,"[[665.0, 236.0], [699.0, 235.0], [698.0, 269.0], [663.0, 269.0]]","[1.3800627295209134, 1.5215947119461763, 23.311181063387647, 172.91649970023516]"
503,7,"[[489.0, 365.0], [489.0, 341.0], [511.0, 340.0], [512.0, 364.0]]","[1.9116507896604853, -91.36487416053393, 3.2643793349526136, -161.67478019100858]"
504,4,"[[650.0, 229.0], [686.0, 228.0], [685.0, 264.0], [648.0, 264.0]]","[1.3001125887811815, 1.5352194856210064, 21.791678040914, 173.30048930019504]"
504,7,"[[466.0, 361.0], [466.0, 336.0], [490.0, 336.0], [489.0, 362.0]]","[1.8004279761142579, -88.91125780862498, 0.5473936279546753, 155.64146882169234]"
505,4,"[[643.0, 202.0], [681.0, 201.0], [681.0, 238.0], [642.0, 239.0]]","[1.2471473583206798, 0.5486873792183284, 15.84731055212468, 173.2938933420067]"
505,7,"[[453.0, 344.0], [453.0, 319.0], [477.0, 318.0], [478.0, 344.0]]","[1.8005005717596854, -91.06085777604781, 0.6427396154989207, 162.8386629039886]"
506,4,"[[627.0, 234.0], [666.0, 232.0], [667.0, 272.0], [627.0, 273.0]]","[1.1899523686904825, -0.23393718009832068, 21.11352819998428, -178.5533706180375]"
506,7,"[[430.0, 385.0], [430.0, 358.0], [456.0, 359.0], [456.0, 386.0]]","[1.6907033604729433, -89.9046872963504, 5.847574738543321, 163.4736053690138]"
507,4,"[[663.0, 216.0], [706.0, 215.0], [705.0, 256.0], [662.0, 257.0]]","[1.123568848961775, 0.8338242057855852, 18.69868895286623, 172.03730971846014]"
507,7,"[[454.0, 371.0], [455.0, 343.0], [481.0, 344.0], [481.0, 371.0]]","[1.6692914341229332, -89.00332653983256, -0.8809553247826473, -164.2662560343398]"
508,4,"[[652.0, 203.0], [697.0, 202.0], [696.0, 245.0], [651.0, 245.0]]","[1.0742759026490016, 1.241103457664732, 15.103908203650407, 171.01828994643216]"
508,7,"[[435.0, 359.0], [436.0, 330.0], [463.0, 330.0], [462.0, 359.0]]","[1.5787799080597729, -88.08381236987175, -4.400568658292859, 158.30151969145297]"
509,4,"[[659.0, 208.0], [705.0, 207.0], [703.0, 253.0], [657.0, 252.0]]","[1.0451867292947699, 2.602698492874936, 20.83433969396567, 178.38014884828553]"
509,7,"[[434.0, 367.0], [434.0, 338.0], [462.0, 338.0], [462.0, 368.0]]","[1.5549872683319084, -89.96874004744028, 2.883285831117066, 161.5001024765364]"
510,4,"[[659.0, 208.0], [708.0, 208.0], [706.0, 256.0], [657.0, 255.0]]","[0.9881795970200721, 2.5252872069826564, 15.9463264148402, 177.37282075046107]"
510,7,"[[419.0, 374.0], [420.0, 344.0], [449.0, 345.0], [448.0, 376.0]]","[1.5036874490895826, -88.06429280749245, 2.726040212128992, 162.59939183485335]"
511,4,"[[626.0, 216.0], [677.0, 217.0], [674.0, 267.0], [623.0, 264.0]]","[0.935680790147858, 3.6210538113569686, 12.707021898448264, 173.45418124258083]"
511,7,"[[372.0, 391.0], [373.0, 359.0], [403.0, 360.0], [402.0, 392.0]]","[1.4424660584816593, -88.30652039880206, -0.8456109136895644, 163.1735221787659]"
512,4,"[[585.0, 229.0], [639.0, 229.0], [639.0, 281.0], [584.0, 282.0]]","[0.8640798844535539, 0.4710081943832725, 10.265892916344109, 171.31073874050745]"
512,7,"[[321.0, 415.0], [321.0, 382.0], [354.0, 383.0], [354.0, 416.0]]","[1.3906990474473135, -89.1535391809865, 6.556884738058492, 174.57206017920277]"
513,4,"[[562.0, 212.0], [618.0, 213.0], [617.0, 267.0], [561.0, 267.0]]","[0.8383230536807418, 1.253750474812033, 6.678189904028063, 174.31315663216503]"
513,7,"[[291.0, 407.0], [291.0, 373.0], [325.0, 373.0], [325.0, 408.0]]","[1.348309607706085, -89.64974542456162, 2.399745035506309, 173.78051344034358]"
514,4,"[[550.0, 200.0], [608.0, 200.0], [606.0, 257.0], [548.0, 256.0]]","[0.8067473751030346, 1.8114953626266161, 11.027321213653813, 174.19755202808273]"
514,7,"[[273.0, 404.0], [273.0, 369.0], [308.0, 369.0], [307.0, 405.0]]","[1.3184807053507313, -89.35112568516354, -0.3857577393214999, 172.16734571606744]"
515,4,"[[519.0, 208.0], [581.0, 209.0], [580.0, 269.0], [518.0, 268.0]]","[0.7514642836327367, 1.2873535525861328, 4.021263413958846, 172.23245861030315]"
515,7,"[[227.0, 424.0], [227.0, 386.0], [264.0, 386.0], [264.0, 424.0]]","[1.2466686103905302, -90.23328259237432, -0.811659986897881, 173.74587342815133]"
516,4,"[[512.0, 193.0], [579.0, 193.0], [578.0, 259.0], [511.0, 258.0]]","[0.6962851349741234, 1.0214901434702408, 5.734694900195491, 174.9810024194783]"
516,7,"[[205.0, 427.0], [205.0, 387.0], [244.0, 387.0], [244.0, 427.0]]","[1.1906816788496166, -90.22848650694323, -0.7026341593504345, 174.27456611801148]"
517,4,"[[507.0, 195.0], [577.0, 194.0], [577.0, 262.0], [507.0, 263.0]]","[0.6658616461848905, -0.06035101992463238, 6.614432391920818, 173.23876107709884]"
517,7,"[[194.0, 441.0], [193.0, 400.0], [232.0, 399.0], [233.0, 440.0]]","[1.1667204479225486, -91.8152976291999, -1.3798068417042957, 171.09945236981238]"
518,4,"[[463.0, 193.0], [536.0, 194.0], [535.0, 266.0], [461.0, 265.0]]","[0.6309513758551168, 1.160318627501112, 3.6632838810779424, 174.39296527996567]"
518,7,"[[128.0, 448.0], [129.0, 406.0], [172.0, 406.0], [170.0, 449.0]]","[1.1492766335793858, -89.21748391459053, -3.254771035062078, 178.77736193680792]"
519,4,"[[352.0, 209.0], [431.0, 208.0], [433.0, 284.0], [351.0, 285.0]]","[0.5786031060158804, -0.9457733179561165, -1.4186970073102896, 166.98765542919332]"
520,4,"[[282.0, 192.0], [370.0, 193.0], [369.0, 270.0], [280.0, 269.0]]","[0.5378880457678034, -0.07004820499520092, -5.336585676886522, 158.9591697061792]"
521,4,"[[152.0, 164.0], [249.0, 167.0], [248.0, 250.0], [150.0, 250.0]]","[0.5176484760546746, -0.7274173139282277, -10.682333560481158, 162.56904100390497]"
522,4,"[[5.0, 180.0], [114.0, 184.0], [109.0, 273.0], [3.0, 272.0]]","[0.5168702396619899, -3.2070436256308836, -31.954864191820697, -148.16693102309782]"
534,6,"[[312.0, 235.0], [321.0, 235.0], [321.0, 243.0], [312.0, 243.0]]","[5.292814358262285, -0.8099756732829185, -6.473172400578413, 160.90820187075818]"
535,6,"[[326.0, 247.0], [335.0, 247.0], [335.0, 255.0], [326.0, 255.0]]","[5.262750113009179, -0.6814199595017398, -6.077205062029335, 160.06733566655768]"
538,6,"[[386.0, 229.0], [394.0, 229.0], [394.0, 238.0], [386.0, 238.0]]","[5.194373725490003, 3.040438314011456, 22.837917861085185, -173.50482505282733]"
539,6,"[[395.0, 230.0], [404.0, 230.0], [404.0, 239.0], [395.0, 238.0]]","[5.459621099351452, 1.8670364444809822, -1.7326445668926456, -163.10093215432872]"
540,6,"[[401.0, 239.0], [409.0, 239.0], [409.0, 248.0], [401.0, 248.0]]","[5.176519339678422, 2.8999893549090445, 23.73591008655142, -173.80012969917576]"
549,6,"[[428.0, 227.0], [437.0, 227.0], [437.0, 236.0], [428.0, 236.0]]","[5.155804755482747, 0.17951803392780932, 2.0040046888079885, -178.49123718234992]"
551,6,"[[438.0, 242.0], [447.0, 242.0], [447.0, 251.0], [438.0, 251.0]]","[5.1445374084521465, 0.16608080229506142, 2.1268136903658332, -178.4022353860703]"
555,6,"[[492.0, 232.0], [502.0, 232.0], [502.0, 243.0], [492.0, 243.0]]","[4.2326583891706315, -2.9294605714261643, -21.60559988441811, -172.52412285029612]"
557,6,"[[501.0, 242.0], [512.0, 243.0], [512.0, 253.0], [501.0, 253.0]]","[4.170066965401457, 1.937107837457913, -5.121723059716948, 166.90514585037562]"
559,6,"[[482.0, 248.0], [492.0, 248.0], [492.0, 260.0], [482.0, 259.0]]","[4.015685797636182, 6.46292324431113, 30.90183829382946, -167.12084699589064]"
562,6,"[[445.0, 232.0], [456.0, 232.0], [456.0, 243.0], [445.0, 243.0]]","[4.2133840295604505, 0.16389328401710027, 2.0366863903553267, -178.35251186848222]"
565,6,"[[462.0, 248.0], [473.0, 248.0], [473.0, 260.0], [462.0, 260.0]]","[3.8648371717597523, 2.565858106869485, 23.59795088728875, -173.70687820005162]"
566,6,"[[464.0, 251.0], [476.0, 251.0], [477.0, 263.0], [465.0, 263.0]]","[3.7042907574785744, -1.695430224535207, -15.3081535251227, 169.62434266590753]"
567,6,"[[461.0, 255.0], [473.0, 254.0], [473.0, 266.0], [461.0, 267.0]]","[3.6959531653675177, -3.187912162559748, 16.571092746770237, 168.39653867547855]"
568,6,"[[455.0, 270.0], [467.0, 270.0], [467.0, 283.0], [455.0, 282.0]]","[3.664573954159596, 3.827403539998688, 17.627394673379747, -167.65477375582097]"
569,6,"[[447.0, 258.0], [459.0, 257.0], [460.0, 270.0], [448.0, 270.0]]","[3.6676179545637058, -0.712313385048586, 17.634654247396256, -167.636724187528]"
571,6,"[[424.0, 250.0], [437.0, 249.0], [438.0, 262.0], [425.0, 263.0]]","[3.5481663851225367, -4.23549675309213, 2.304962928269932, -178.7018120285111]"
572,6,"[[426.0, 267.0], [439.0, 265.0], [440.0, 279.0], [427.0, 279.0]]","[3.5317119425583434, -3.982353399969868, 6.240007017076982, -177.82517838812404]"
574,6,"[[461.0, 252.0], [475.0, 251.0], [475.0, 265.0], [462.0, 265.0]]","[3.4158896324502104, -1.755592637236571, 2.8690090482491697, -168.14361363436015]"
575,6,"[[472.0, 251.0], [486.0, 251.0], [487.0, 264.0], [473.0, 265.0]]","[3.275312944326897, -2.6958285638513195, -5.867839406526878, 168.80131271717698]"
576,6,"[[475.0, 255.0], [489.0, 254.0], [490.0, 268.0], [475.0, 269.0]]","[3.1591327498851767, -3.285432156580862, 8.010674179838999, 168.13961272207396]"
577,6,"[[467.0, 272.0], [481.0, 271.0], [482.0, 285.0], [468.0, 286.0]]","[3.2877209448352795, -3.9575512145577405, 2.630490566852041, -177.9111589745234]"
580,6,"[[413.0, 256.0], [428.0, 255.0], [429.0, 270.0], [415.0, 271.0]]","[3.183367192949189, -4.207564244389673, 3.9862614892891033, -171.05713135719262]"
581,6,"[[400.0, 277.0], [415.0, 276.0], [416.0, 291.0], [401.0, 292.0]]","[3.072044843016018, -3.6795709893234685, 2.3843037480598923, -179.0747855592173]"
583,6,"[[438.0, 267.0], [454.0, 266.0], [455.0, 281.0], [439.0, 283.0]]","[2.8583261577349575, -6.058384149405463, -6.9716318927, -158.89523032344655]"
584,6,"[[439.0, 258.0], [455.0, 257.0], [456.0, 273.0], [440.0, 274.0]]","[2.8817181056892363, -3.4245479012996296, 2.4302011734569255, -178.50088435472216]"
585,6,"[[447.0, 263.0], [464.0, 262.0], [465.0, 278.0], [448.0, 279.0]]","[2.71405821321667, -3.4523889816347624, -0.11094349144592221, 165.213457296282]"
586,6,"[[448.0, 262.0], [465.0, 260.0], [466.0, 276.0], [449.0, 278.0]]","[2.673686188443773, -6.040614963184123, 8.394028196564744, 162.83402732667932]"
587,6,"[[457.0, 240.0], [474.0, 239.0], [475.0, 256.0], [458.0, 257.0]]","[2.717953670935416, -3.22574946875718, 2.1484089467155694, -178.31338308699227]"
588,6,"[[447.0, 263.0], [465.0, 262.0], [466.0, 279.0], [448.0, 280.0]]","[2.5636340437506724, -3.259136030891137, -0.04507992698565683, 165.7454212968381]"
589,6,"[[425.0, 257.0], [443.0, 256.0], [444.0, 274.0], [426.0, 275.0]]","[2.563229283934901, -3.0244347075583704, 2.375607629773679, -178.65731956028077]"
592,6,"[[432.0, 245.0], [452.0, 244.0], [453.0, 263.0], [433.0, 264.0]]","[2.313587120729983, -2.9949940788813296, -0.4703440958660033, 167.63578525690167]"
593,6,"[[442.0, 260.0], [462.0, 259.0], [463.0, 279.0], [444.0, 281.0]]","[2.248106160134057, -6.18583699054757, -18.062924334086507, -173.1724699156691]"
594,6,"[[442.0, 264.0], [462.0, 263.0], [463.0, 284.0], [443.0, 285.0]]","[2.198814224158585, -1.420305650876106, 17.372719798837228, -175.9207646229819]"
595,6,"[[421.0, 284.0], [443.0, 283.0], [444.0, 303.0], [423.0, 305.0]]","[2.1427072464898442, -4.196930990297745, -1.729996851916319, -158.85885131372132]"
596,6,"[[377.0, 284.0], [400.0, 282.0], [401.0, 304.0], [379.0, 306.0]]","[2.043087575280612, -5.87917089757639, -10.575158949309857, -162.48624380021613]"
597,6,"[[367.0, 283.0], [390.0, 281.0], [392.0, 303.0], [369.0, 305.0]]","[2.0180756745399924, -5.2919601872260875, -3.9688965594691648, 168.2457463140092]"
598,6,"[[365.0, 285.0], [388.0, 283.0], [390.0, 306.0], [367.0, 308.0]]","[2.0037026554260335, -4.859686140069686, 2.1552468859924976, -179.39657988559438]"
599,6,"[[370.0, 281.0], [394.0, 279.0], [396.0, 302.0], [372.0, 304.0]]","[1.933403875004085, -5.072311567695787, -3.7106699776781467, 168.60068415545896]"
600,6,"[[371.0, 278.0], [396.0, 276.0], [398.0, 300.0], [373.0, 303.0]]","[1.8402497832035387, -6.642592664644541, -11.179526140206491, -163.22897891337962]"
601,6,"[[373.0, 283.0], [399.0, 280.0], [401.0, 306.0], [375.0, 308.0]]","[1.76915266668974, -5.389284322840419, 2.7426322520555986, 171.9250423262293]"
